p,method,parallel,precision,runtime_us,rel_error
4000,autovec,seq,f64,15519.263998915752,5.26180709009461e-15
4000,autovec,seq,f32,15432.44433317644,3.0801464622419015e-05
4000,blocked,seq,f64,4084.2499972010655,1.3100825816153928e-14
4000,blocked,seq,f32,4626.513672216485,3.0893253380756064e-05
4000,blocked_autovec,seq,f64,15572.333339756975,5.26180709009461e-15
4000,blocked_autovec,seq,f32,15563.958334193254,3.0801464622419015e-05
4000,blocked_tiled,seq,f64,4062.5696710776538,1.3100825816153928e-14
4000,blocked_tiled,seq,f32,4603.08333276771,3.0893253380756064e-05
4000,blocked_windowed,seq,f64,4075.2916732647764,1.3100825816153928e-14
4000,blocked_windowed,seq,f32,4087.2083336580545,3.0801464622419015e-05
4000,blocked_hybrid,seq,f64,8168.16666823191,1.3100825816153928e-14
4000,blocked_hybrid,seq,f32,8104.8610057526585,3.0801464622419015e-05
4000,adaptive,seq,f64,2166.6386746801436,8.74906292018236e-09
4000,adaptive,seq,f32,2034.8890005455664,3.0801464622419015e-05
4000,fft5,seq,f64,1639.7916673061748,8.74906292018236e-09
4000,fft5,seq,f32,1659.7640060354024,3.0801464622419015e-05
4000,fft3,seq,f64,1689.7500026971102,8.74906292018236e-09
4000,fft3,seq,f32,1585.7359976507723,3.0801464622419015e-05
4000,fft2,seq,f64,1496.8056639190763,8.74906292018236e-09
4000,fft2,seq,f32,1531.277666799724,3.0801464622419015e-05
4000,treecode,seq,f64,3063.4443392045796,9.054184067794456e-05
4000,treecode,seq,f32,3088.6110034771264,9.124928934787709e-05
4000,chebcode,seq,f64,995.3890015215923,4.978276158687249e-10
4000,chebcode,seq,f32,987.9166706620406,3.0801464622419015e-05
4000,ewald,seq,f64,2618.639002321288,0.003219431186852841
4000,ewald,seq,f32,2736.111006621892,0.003217817504368753
4000,dst,seq,f64,5755.611336401974,8.74906292018236e-09
4000,dst,seq,f32,5667.12500100645,3.0801464622419015e-05
